#redshift 	 LCOprime 
0.0	0.0
0.0004	154591.662521
0.0008	618507.494376
0.0012	1391958.54591
0.0016	2475155.57941
0.002	3868309.06919
0.0024	5571629.20166
0.0028	7585325.87547
0.0032	9909608.70153
0.0036	12544687.0031
0.004	15490769.816
0.0044	18748065.8886
0.0048	22316783.6817
0.0052	26197131.3691
0.0056	30389316.8373
0.006	34893547.6858
0.0064	39710031.2269
0.0068	44838974.4863
0.0072	50280584.2026
0.0076	56035066.8278
0.008	62102628.5274
0.0084	68483475.1801
0.0088	75177812.3783
0.0092	82185845.4281
0.0096	89507779.3493
0.01	97143818.8753
0.0104	105094168.454
0.0108	113359032.246
0.0112	121938614.129
0.0116	130833117.69
0.012	140042746.236
0.0124	149567702.784
0.0128	159408190.067
0.0132	169564410.533
0.0136	180036566.345
0.014	190824859.38
0.0144	201929491.228
0.0148	213350663.199
0.0152	225088576.313
0.0156	237143431.308
0.016	249515428.636
0.0164	262204768.466
0.0168	275211650.68
0.0172	288536274.878
0.0176	302178840.373
0.018	316139546.198
0.0184	330418591.097
0.0188	345016173.532
0.0192	359932491.683
0.0196	375167743.443
0.02	390722126.423
0.0204	406595837.95
0.0208	422789075.068
0.0212	439302034.537
0.0216	456134912.833
0.022	473287906.15
0.0224	490761210.398
0.0228	508555021.205
0.0232	526669533.915
0.0236	545104943.59
0.024	563861445.009
0.0244	582939232.668
0.0248	602338500.781
0.0252	622059443.279
0.0256	642102253.812
0.026	662467125.747
0.0264	683154252.168
0.0268	704163825.878
0.0272	725496039.399
0.0276	747151084.97
0.028	769129154.548
0.0284	791430439.81
0.0288	814055132.149
0.0292	837003422.681
0.0296	860275502.236
0.03	883871561.365
0.0304	907791790.34
0.0308	932036379.148
0.0312	956605517.498
0.0316	981499394.818
0.032	1006718200.26
0.0324	1032262122.68
0.0328	1058131350.67
0.0332	1084326072.53
0.0336	1110846476.3
0.034	1137692749.71
0.0344	1164865080.24
0.0348	1192363655.07
0.0352	1220188661.11
0.0356	1248340284.98
0.036	1276818713.02
0.0364	1305624131.32
0.0368	1334756725.66
0.0372	1364216681.54
0.0376	1394004184.21
0.038	1424119418.6
0.0384	1454562569.4
0.0388	1485333820.99
0.0392	1516433357.5
0.0396	1547861362.76
0.04	1579618020.33
0.0404	1611703513.5
0.0408	1644118025.26
0.0412	1676861738.33
0.0416	1709934835.18
0.042	1743337497.96
0.0424	1777069908.57
0.0428	1811132248.63
0.0432	1845524699.46
0.0436	1880247442.13
0.044	1915300657.43
0.0444	1950684525.85
0.0448	1986399227.62
0.0452	2022444942.71
0.0456	2058821850.77
0.046	2095530131.22
0.0464	2132569963.17
0.0468	2169941525.47
0.0472	2207644996.69
0.0476	2245680555.12
0.048	2284048378.78
0.0484	2322748645.42
0.0488	2361781532.49
0.0492	2401147217.19
0.0496	2440845876.43
0.05001	2480877686.86
0.05041	2521242824.83
0.05081	2561941466.44
0.05121	2602973787.51
0.05161	2644339963.56
0.05201	2686040169.87
0.05241	2728074581.42
0.05281	2770443372.94
0.05321	2813146718.86
0.05361	2856184793.35
0.05401	2899557770.3
0.05441	2943265823.34
0.05481	2987309125.8
0.05521	3031687850.76
0.05561	3076402171.02
0.05601	3121452259.1
0.05641	3166838287.26
0.05681	3212560427.46
0.05721	3258618851.42
0.05761	3305013730.57
0.05801	3351745236.06
0.05841	3398813538.78
0.05881	3446218809.35
0.05921	3493961218.1
0.05961	3542040935.11
0.06001	3590458130.17
0.06041	3639212972.81
0.06081	3688305632.28
0.06121	3737736277.55
0.06161	3787505077.35
0.06201	3837612200.1
0.06241	3888057813.97
0.06281	3938842086.86
0.06321	3989965186.39
0.06361	4041427279.91
0.06401	4093228534.51
0.06441	4145369116.99
0.06481	4197849193.9
0.06521	4250668931.51
0.06561	4303828495.8
0.06601	4357328052.52
0.06641	4411167767.13
0.06681	4465347804.8
0.06721	4519868330.47
0.06761	4574729508.77
0.06801	4629931504.1
0.06841	4685474480.55
0.06881	4741358601.97
0.06921	4797584031.94
0.06961	4854150933.75
0.07001	4911059470.44
0.07041	4968309804.77
0.07081	5025902099.25
0.07121	5083836516.09
0.07161	5142113217.26
0.07201	5200732364.45
0.07241	5259694119.08
0.07281	5318998642.31
0.07321	5378646095.02
0.07361	5438636637.83
0.07401	5498970431.1
0.07441	5559647634.91
0.07481	5620668409.08
0.07521	5682032913.16
0.07561	5743741306.42
0.07601	5805793747.9
0.07641	5868190396.33
0.07681	5930931410.2
0.07721	5994016947.73
0.07761	6057447166.86
0.07801	6121222225.28
0.07841	6185342280.41
0.07881	6249807489.4
0.07921	6314618009.14
0.07961	6379773996.24
0.08001	6445275607.07
0.08041	6511122997.7
0.08081	6577316323.97
0.08121	6643855741.44
0.08161	6710741405.4
0.08201	6777973470.87
0.08241	6845552092.63
0.08281	6913477425.18
0.08321	6981749622.75
0.08361	7050368839.31
0.08401	7119335228.57
0.08441	7188648943.98
0.08481	7258310138.71
0.08521	7328318965.69
0.08561	7398675577.56
0.08601	7469380126.71
0.08641	7540432765.28
0.08681	7611833645.12
0.08721	7683582917.84
0.08761	7755680734.76
0.08801	7828127246.98
0.08841	7900922605.3
0.08881	7974066960.26
0.08921	8047560462.17
0.08961	8121403261.03
0.09001	8195595506.63
0.09041	8270137348.46
0.09081	8345028935.75
0.09121	8420270417.5
0.09161	8495861942.41
0.09201	8571803658.95
0.09241	8648095715.31
0.09281	8724738259.41
0.09321	8801731438.95
0.09361	8879075401.33
0.09401	8956770293.7
0.09441	9034816262.96
0.09481	9113213455.73
0.09521	9191962018.4
0.09561	9271062097.07
0.09601	9350513837.59
0.09641	9430317385.56
0.09681	9510472886.31
0.09721	9590980484.92
0.09761	9671840326.2
0.09801	9753052554.71
0.09841	9834617314.75
0.09881	9916534750.34
0.09921	9998805005.29
0.09961	10081428223.1
0.10001	10164404547.0
0.10041	10247734120.1
0.10081	10331417085.1
0.10121	10415453584.4
0.10161	10499843760.3
0.10201	10584587754.8
0.10241	10669685709.6
0.10281	10755137766.2
0.10321	10840944065.7
0.10361	10927104749.2
0.10401	11013619957.2
0.10441	11100489830.3
0.10481	11187714508.5
0.10521	11275294131.9
0.10561	11363228840.1
0.10601	11451518772.5
0.10641	11540164068.2
0.10681	11629164866.2
0.10721	11718521305.1
0.10761	11808233523.2
0.10801	11898301658.8
0.10841	11988725849.6
0.10881	12079506233.3
0.10921	12170642947.3
0.10961	12262136128.7
0.11001	12353985914.3
0.11041	12446192440.8
0.11081	12538755844.5
0.11121	12631676261.4
0.11161	12724953827.5
0.11201	12818588678.3
0.11241	12912580949.1
0.11281	13006930775.0
0.11321	13101638291.0
0.11361	13196703631.4
0.11401	13292126930.7
0.11441	13387908322.9
0.11481	13484047941.9
0.11521	13580545921.1
0.11561	13677402394.0
0.11601	13774617493.5
0.11641	13872191352.5
0.11681	13970124103.6
0.11721	14068415878.9
0.11761	14167066810.7
0.11801	14266077030.7
0.11841	14365446670.4
0.11881	14465175861.2
0.11921	14565264734.0
0.11961	14665713419.8
0.12001	14766522049.0
0.12041	14867690751.9
0.12081	14969219658.6
0.12121	15071108898.9
0.12161	15173358602.3
0.12201	15275968898.1
0.12241	15378939915.4
0.12281	15482271783.0
0.12321	15585964629.4
0.12361	15690018582.9
0.12401	15794433771.6
0.12441	15899210323.3
0.12481	16004348365.5
0.12521	16109848025.5
0.12561	16215709430.4
0.12601	16321932707.0
0.12641	16428517981.9
0.12681	16535465381.3
0.12721	16642775031.4
0.12761	16750447058.0
0.12801	16858481586.6
0.12841	16966878742.5
0.12881	17075638650.9
0.12921	17184761436.5
0.12961	17294247224.0
0.13001	17404096137.6
0.13041	17514308301.6
0.13081	17624883839.6
0.13121	17735822875.4
0.13161	17847125532.2
0.13201	17958791933.3
0.13241	18070822201.3
0.13281	18183216459.0
0.13321	18295974828.8
0.13361	18409097432.7
0.13401	18522584392.6
0.13441	18636435830.2
0.13481	18750651866.8
0.13521	18865232623.7
0.13561	18980178221.7
0.13601	19095488781.5
0.13641	19211164423.4
0.13681	19327205267.7
0.13721	19443611434.4
0.13761	19560383042.9
0.13801	19677520212.9
0.13841	19795023063.6
0.13881	19912891713.8
0.13921	20031126282.3
0.13961	20149726887.5
0.14001	20268693647.7
0.14041	20388026680.9
0.14081	20507726104.9
0.14121	20627792037.0
0.14161	20748224594.6
0.14201	20869023894.8
0.14241	20990190054.2
0.14281	21111723189.4
0.14321	21233623416.7
0.14361	21355890852.2
0.14401	21478525611.7
0.14441	21601527810.8
0.14481	21724897564.7
0.14521	21848634988.6
0.14561	21972740197.3
0.14601	22097213305.5
0.14641	22222054427.5
0.14681	22347263677.5
0.14721	22472841169.3
0.14761	22598787016.6
0.14801	22725101332.9
0.14841	22851784231.2
0.14881	22978835824.6
0.14921	23106256225.7
0.14961	23234045547.0
0.15002	23362203900.7
0.15042	23490731398.9
0.15082	23619628153.2
0.15122	23748894275.2
0.15162	23878529876.1
0.15202	24008535067.0
0.15242	24138909958.7
0.15282	24269654661.7
0.15322	24400769286.4
0.15362	24532253942.8
0.15402	24664108740.8
0.15442	24796333790.1
0.15482	24928929199.9
0.15522	25061895079.5
0.15562	25195231537.8
0.15602	25328938683.3
0.15642	25463016624.6
0.15682	25597465469.9
0.15722	25732285327.1
0.15762	25867476304.0
0.15802	26003038508.0
0.15842	26138972046.4
0.15882	26275277026.3
