#redshift 	 LCOprime 
0.0	0.0
0.00501	4693603.21492
0.01001	18827146.9755
0.01502	42478712.5081
0.02002	75725025.5106
0.02503	118641461.847
0.03003	171302053.469
0.03504	233779494.561
0.04004	306145147.9
0.04505	388469051.427
0.05005	480819925.031
0.05506	583265177.528
0.06006	695870913.841
0.06507	818701942.37
0.07007	951821782.55
0.07508	1095292672.59
0.08008	1249175577.38
0.08509	1413530196.58
0.09009	1588414972.89
0.0951	1773887100.42
0.1001	1970002533.28
0.10511	2176815994.31
0.11011	2394380983.9
0.11512	2622749789.02
0.12012	2861973492.35
0.12513	3112101981.53
0.13013	3373183958.55
0.13514	3645266949.24
0.14014	3928397312.91
0.14515	4222620252.07
0.15015	4527979822.25
0.15516	4844518941.93
0.16016	5172279402.54
0.16517	5511301878.61
0.17017	5861625937.92
0.17518	6223290051.79
0.18018	6596331605.42
0.18519	6980786908.31
0.19019	7376691204.7
0.1952	7784078684.16
0.2002	8202982492.14
0.20521	8633434740.63
0.21021	9075466518.84
0.21522	9529107903.93
0.22022	9994387971.8
0.22523	10471334807.9
0.23023	10959975517.9
0.23524	11460336238.8
0.24024	11972442149.6
0.24525	12496317482.5
0.25025	13031985533.3
0.25526	13579468672.7
0.26026	14138788357.1
0.26527	14709965139.6
0.27027	15293018680.9
0.27528	15887967760.1
0.28028	16494830285.8
0.28529	17113623306.6
0.29029	17744363022.7
0.2953	18387064796.1
0.3003	19041743161.7
0.30531	19708411838.1
0.31031	20387083738.5
0.31532	21077770981.3
0.32032	21780484900.8
0.32533	22495236058.2
0.33033	23222034251.7
0.33534	23960888528.0
0.34034	24711807191.8
0.34535	25474797817.1
0.35035	26249867257.6
0.35536	27037021656.6
0.36036	27836266458.1
0.36537	28647606416.7
0.37037	29471045607.8
0.37538	30306587438.1
0.38038	31154234655.6
0.38539	32013989359.7
0.39039	32885853011.2
0.3954	33769826442.4
0.4004	34665909866.7
0.40541	35574102888.7
0.41041	36494404514.0
0.41542	37426813158.6
0.42042	38371326658.7
0.42543	39327942280.3
0.43043	40296656728.4
0.43544	41277466156.8
0.44044	42270366176.9
0.44545	43275351867.7
0.45045	44292417783.8
0.45546	45321557965.8
0.46046	46362765948.2
0.46547	47416034769.0
0.47047	48481356978.2
0.47548	49558724646.8
0.48048	50648129375.0
0.48549	51749562301.3
0.49049	52863014111.0
0.4955	53988475044.1
0.5005	55125934904.0
0.50551	56275383065.7
0.51051	57436808484.2
0.51552	58610199701.9
0.52052	59795544857.2
0.52553	60992831692.3
0.53053	62202047560.7
0.53554	63423179435.3
0.54054	64656213915.7
0.54555	65901137236.2
0.55055	67157935272.5
0.55556	68426593550.1
0.56056	69707097250.7
0.56557	70999431219.9
0.57057	72303579973.9
0.57558	73619527707.2
0.58058	74947258298.7
0.58559	76286755319.3
0.59059	77638002038.1
0.5956	79000981429.6
0.6006	80375676179.8
0.60561	81762068693.0
0.61061	83160141098.1
0.61562	84569875255.2
0.62062	85991252761.4
0.62563	87424254957.5
0.63063	88868862933.5
0.63564	90325057535.2
0.64064	91792819369.8
0.64565	93272128811.6
0.65065	94762966008.3
0.65566	96265310885.9
0.66066	97779143155.2
0.66567	99304442316.4
0.67067	100841187665.0
0.67568	102389358298.0
0.68068	103948933117.0
0.68569	105519890836.0
0.69069	107102209985.0
0.6957	108695868913.0
0.7007	110300845799.0
0.70571	111917118652.0
0.71071	113544665314.0
0.71572	115183463472.0
0.72072	116833490657.0
0.72573	118494724248.0
0.73073	120167141482.0
0.73574	121850719452.0
0.74074	123545435116.0
0.74575	125251265300.0
0.75075	126968186700.0
0.75576	128696175891.0
0.76076	130435209327.0
0.76577	132185263344.0
0.77077	133946314171.0
0.77578	135718337925.0
0.78078	137501310622.0
0.78579	139295208176.0
0.79079	141100006405.0
0.7958	142915681035.0
0.8008	144742207702.0
0.80581	146579561957.0
0.81081	148427719268.0
0.81582	150286655025.0
0.82082	152156344542.0
0.82583	154036763062.0
0.83083	155927885757.0
0.83584	157829687736.0
0.84084	159742144044.0
0.84585	161665229667.0
0.85085	163598919533.0
0.85586	165543188518.0
0.86086	167498011447.0
0.86587	169463363098.0
0.87087	171439218203.0
0.87588	173425551451.0
0.88088	175422337494.0
0.88589	177429550945.0
0.89089	179447166383.0
0.8959	181475158355.0
0.9009	183513501381.0
0.90591	185562169952.0
0.91091	187621138535.0
0.91592	189690381574.0
0.92092	191769873496.0
0.92593	193859588708.0
0.93093	195959501603.0
0.93594	198069586561.0
0.94094	200189817950.0
0.94595	202320170129.0
0.95095	204460617453.0
0.95596	206611134269.0
0.96096	208771694922.0
0.96597	210942273758.0
0.97097	213122845121.0
0.97598	215313383361.0
0.98098	217513862829.0
0.98599	219724257886.0
0.99099	221944542899.0
0.996	224174692246.0
1.001	226414680315.0
1.00601	228664481509.0
1.01101	230924070244.0
1.01602	233193420955.0
1.02102	235472508090.0
1.02603	237761306122.0
1.03103	240059789541.0
1.03604	242367932860.0
1.04104	244685710617.0
1.04605	247013097372.0
1.05105	249350067714.0
1.05606	251696596259.0
1.06106	254052657651.0
1.06607	256418226565.0
1.07107	258793277706.0
1.07608	261177785813.0
1.08108	263571725658.0
1.08609	265975072048.0
1.09109	268387799825.0
1.0961	270809883869.0
1.1011	273241299097.0
1.10611	275682020467.0
1.11111	278132022974.0
1.11612	280591281656.0
1.12112	283059771593.0
1.12613	285537467908.0
1.13113	288024345765.0
1.13614	290520380378.0
1.14114	293025547000.0
1.14615	295539820936.0
1.15115	298063177535.0
1.15616	300595592195.0
1.16116	303137040362.0
1.16617	305687497532.0
1.17117	308246939251.0
1.17618	310815341117.0
1.18118	313392678777.0
1.18619	315978927933.0
1.19119	318574064338.0
1.1962	321178063800.0
1.2012	323790902179.0
1.20621	326412555393.0
1.21121	329042999411.0
1.21622	331682210262.0
1.22122	334330164030.0
1.22623	336986836854.0
1.23123	339652204933.0
1.23624	342326244523.0
1.24124	345008931938.0
1.24625	347700243551.0
1.25125	350400155796.0
1.25626	353108645165.0
1.26126	355825688209.0
1.26627	358551261542.0
1.27127	361285341839.0
1.27628	364027905834.0
1.28128	366778930326.0
1.28629	369538392172.0
1.29129	372306268294.0
1.2963	375082535678.0
1.3013	377867171369.0
1.30631	380660152479.0
1.31131	383461456182.0
1.31632	386271059715.0
1.32132	389088940382.0
1.32633	391915075548.0
1.33133	394749442645.0
1.33634	397592019169.0
1.34134	400442782680.0
1.34635	403301710806.0
1.35135	406168781239.0
1.35636	409043971735.0
1.36136	411927260118.0
1.36637	414818624277.0
1.37137	417718042169.0
1.37638	420625491814.0
1.38138	423540951301.0
1.38639	426464398786.0
1.39139	429395812489.0
1.3964	432335170699.0
1.4014	435282451771.0
1.40641	438237634128.0
1.41141	441200696259.0
1.41642	444171616720.0
1.42142	447150374137.0
1.42643	450136947199.0
1.43143	453131314665.0
1.43644	456133455363.0
1.44144	459143348184.0
1.44645	462160972090.0
1.45145	465186306110.0
1.45646	468219329341.0
1.46146	471260020944.0
1.46647	474308360154.0
1.47147	477364326267.0
1.47648	480427898651.0
1.48148	483499056741.0
1.48649	486577780037.0
1.49149	489664048110.0
1.4965	492757840595.0
1.5015	495859137199.0
1.50651	498967917693.0
1.51151	502084161916.0
1.51652	505207849775.0
1.52152	508338961244.0
1.52653	511477476365.0
1.53153	514623375247.0
1.53654	517776638065.0
1.54154	520937245063.0
1.54655	524105176551.0
1.55155	527280412906.0
1.55656	530462934571.0
1.56156	533652722058.0
1.56657	536849755945.0
1.57157	540054016875.0
1.57658	543265485559.0
1.58158	546484142774.0
1.58659	549709969364.0
1.59159	552942946238.0
1.5966	556183054373.0
1.6016	559430274809.0
1.60661	562684588656.0
1.61161	565945977085.0
1.61662	569214421338.0
1.62162	572489902717.0
1.62663	575772402594.0
1.63163	579061902403.0
1.63664	582358383645.0
1.64164	585661827886.0
1.64665	588972216756.0
1.65165	592289531950.0
1.65666	595613755227.0
1.66166	598944868412.0
1.66667	602282853394.0
1.67167	605627692124.0
1.67668	608979366620.0
1.68168	612337858961.0
1.68669	615703151292.0
1.69169	619075225820.0
1.6967	622454064817.0
1.7017	625839650615.0
1.70671	629231965613.0
1.71171	632630992270.0
1.71672	636036713110.0
1.72172	639449110717.0
1.72673	642868167738.0
1.73173	646293866885.0
1.73674	649726190928.0
1.74174	653165122701.0
1.74675	656610645100.0
1.75175	660062741081.0
1.75676	663521393663.0
1.76176	666986585925.0
1.76677	670458301007.0
1.77177	673936522109.0
1.77678	677421232495.0
1.78178	680912415485.0
1.78679	684410054461.0
1.79179	687914132867.0
1.7968	691424634204.0
1.8018	694941542034.0
1.80681	698464839978.0
1.81181	701994511717.0
1.81682	705530540989.0
1.82182	709072911594.0
1.82683	712621607390.0
1.83183	716176612290.0
1.83684	719737910270.0
1.84184	723305485362.0
1.84685	726879321656.0
1.85185	730459403299.0
1.85686	734045714497.0
1.86186	737638239513.0
1.86687	741236962667.0
1.87187	744841868335.0
1.87688	748452940950.0
1.88188	752070165004.0
1.88689	755693525043.0
1.89189	759323005669.0
1.8969	762958591541.0
1.9019	766600267373.0
1.90691	770248017936.0
1.91191	773901828054.0
1.91692	777561682609.0
1.92192	781227566535.0
1.92693	784899464824.0
1.93193	788577362519.0
1.93694	792261244721.0
1.94194	795951096582.0
1.94695	799646903311.0
1.95195	803348650167.0
1.95696	807056322467.0
1.96196	810769905578.0
1.96697	814489384921.0
1.97197	818214745971.0
1.97698	821945974255.0
1.98198	825683055352.0
1.98699	829425974895.0
1.99199	833174718567.0
1.997	836929272106.0
2.002	840689621298.0
2.00701	844455751984.0
2.01201	848227650054.0
2.01702	852005301452.0
2.02202	855788692169.0
2.02703	859577808250.0
2.03203	863372635789.0
2.03704	867173160932.0
2.04204	870979369873.0
2.04705	874791248857.0
2.05205	878608784181.0
2.05706	882431962187.0
2.06206	886260769271.0
2.06707	890095191875.0
2.07207	893935216492.0
2.07708	897780829662.0
2.08208	901632017976.0
2.08709	905488768071.0
2.09209	909351066635.0
2.0971	913218900401.0
2.1021	917092256151.0
2.10711	920971120717.0
2.11211	924855480975.0
2.11712	928745323850.0
2.12212	932640636313.0
2.12713	936541405385.0
2.13213	940447618129.0
2.13714	944359261659.0
2.14214	948276323132.0
2.14715	952198789753.0
2.15215	956126648773.0
2.15716	960059887487.0
2.16216	963998493238.0
2.16717	967942453412.0
2.17217	971891755442.0
2.17718	975846386806.0
2.18218	979806335025.0
2.18719	983771587666.0
2.19219	987742132342.0
2.1972	991717956707.0
2.2022	995699048462.0
2.20721	999685395349.0
2.21221	1.00367698516e+12
2.21722	1.00767380572e+12
2.22222	1.0116758449e+12
2.22723	1.01568309063e+12
2.23223	1.01969553086e+12
2.23724	1.0237131536e+12
2.24224	1.02773594689e+12
2.24725	1.03176389883e+12
2.25225	1.03579699753e+12
2.25726	1.03983523118e+12
2.26226	1.043878588e+12
2.26727	1.04792705622e+12
2.27227	1.05198062417e+12
2.27728	1.05603928017e+12
2.28228	1.0601030126e+12
2.28729	1.06417180989e+12
2.29229	1.0682456605e+12
2.2973	1.07232455294e+12
2.3023	1.07640847574e+12
2.30731	1.08049741749e+12
2.31231	1.08459136683e+12
2.31732	1.0886903124e+12
2.32232	1.09279424292e+12
2.32733	1.09690314713e+12
2.33233	1.10101701382e+12
2.33734	1.1051358318e+12
2.34234	1.10925958994e+12
2.34735	1.11338827715e+12
2.35235	1.11752188236e+12
2.35736	1.12166039454e+12
2.36236	1.12580380273e+12
