#redshift 	 LCOprime 
0.0	0.0
0.00501	229850904.027
0.01001	921986063.673
0.01502	2080229202.34
0.02002	3708337661.72
0.02503	5810002680.64
0.03003	8388849685.11
0.03504	11448438589.1
0.04004	14992264106.3
0.04505	19023756071.5
0.05005	23546279773.1
0.05506	28563136294.9
0.06006	34077562867.6
0.06507	40092733229.7
0.07007	46611757997.8
0.07508	53637685045.0
0.08008	61173499889.2
0.08509	69222126088.7
0.09009	77786425645.7
0.0951	86869199419.3
0.1001	96473187543.8
0.10511	106601069856.0
0.11011	117255466330.0
0.11512	128438937515.0
0.12012	140153984987.0
0.12513	152403051797.0
0.13013	165188522936.0
0.13514	178512725796.0
0.14014	192377930643.0
0.14515	206786351095.0
0.15015	221740144597.0
0.15516	237241412916.0
0.16016	253292202624.0
0.16517	269894505598.0
0.17017	287050259514.0
0.17518	304761348355.0
0.18018	323029602917.0
0.18519	341856801314.0
0.19019	361244669497.0
0.1952	381194881766.0
0.2002	401709061290.0
0.20521	422788780628.0
0.21021	444435562253.0
0.21522	466650879078.0
0.22022	489436154980.0
0.22523	512792765332.0
0.23023	536722037534.0
0.23524	561225251542.0
0.24024	586303640400.0
0.24525	611958390780.0
0.25025	638190643505.0
0.25526	665001494096.0
0.26026	692391993296.0
0.26527	720363147613.0
0.27027	748915919850.0
0.27528	778051229641.0
0.28028	807769953987.0
0.28529	838072927788.0
0.29029	868960944374.0
0.2953	900434756042.0
0.3003	932495074584.0
0.30531	965142571815.0
0.31031	998377880106.0
0.31532	1.03220159291e+12
0.32032	1.06661426528e+12
0.32533	1.1016164144e+12
0.33033	1.13720852013e+12
0.33534	1.17339102546e+12
0.34034	1.21016433709e+12
0.34535	1.24752882595e+12
0.35035	1.28548482764e+12
0.35536	1.32403264302e+12
0.36036	1.3631725387e+12
0.36537	1.4029047475e+12
0.37037	1.443229469e+12
0.37538	1.48414687003e+12
0.38038	1.52565708518e+12
0.38539	1.56776021723e+12
0.39039	1.61045633774e+12
0.3954	1.65374548746e+12
0.4004	1.69762767684e+12
0.40541	1.74210288652e+12
0.41041	1.7871710678e+12
0.41542	1.83283214312e+12
0.42042	1.8790860065e+12
0.42543	1.92593252405e+12
0.43043	1.97337153444e+12
0.43544	2.02140284929e+12
0.44044	2.07002625369e+12
0.44545	2.11924150666e+12
